personDocumentTypeName;year;region_name;koatuu_name;university_name;university_id;university_parent_id;university_financing_type_name;university_governance_type_name;graduates_fulltime;graduates_partime
Студентський квиток;2019;ЛУГАНСЬКА ОБЛАСТЬ;СТАРОБІЛЬСЬК;Коледж Луганського національного університету імені Тараса Шевченка;1725;81;Державна;Міністерство освіти і науки України;67;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Львівський торговельно-економічний університет;16;;Приватна;Укоопспілка;353;5
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДРОГОБИЧ;Дрогобицький державний педагогічний університет імені Івана Франка;83;;Державна;Міністерство освіти і науки України;529;6
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Національний університет "Львівська політехніка";97;;Державна;Міністерство освіти і науки України;4782;51
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Львівський національний медичний університет імені Данила Галицького;121;;Державна;Міністерство охорони здоров`я України;1042;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Львівський національний університет ветеринарної медицини та біотехнологій імені С. З. Ґжицького;126;;Державна;Міністерство освіти і науки України;608;4
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Львівський державний університет внутрішніх справ;136;;Державна;Міністерство внутрішніх справ України;472;19
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Львівський державний університет безпеки життєдіяльності;154;;Державна;Державна служба України з надзвичайних ситуацій;325;14
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Державний вищий навчальний заклад "Національний лісотехнічний університет України";160;;Державна;Міністерство освіти і науки України;344;2
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДУБЛЯНИ;Львівський національний аграрний університет;162;;Державна;Міністерство освіти і науки України;559;7
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Українська академія друкарства;167;;Державна;Міністерство освіти і науки України;340;11
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Вищий навчальний заклад "Приватне акціонерне товариство "Львівський інститут менеджменту";169;;Приватна;Без підпорядкування;24;4
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Львівська національна музична академія імені М.В.Лисенка;175;;Державна;Міністерство культури України;222;24
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Львівський державний університет фізичної культури імені Івана Боберського;187;;Державна;Міністерство освіти і науки України;568;5
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Заклад вищої освіти “Український католицький університет”;244;;Приватна;Без підпорядкування;508;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Львівська національна академія мистецтв;253;;Державна;Міністерство культури України;262;5
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Львівський національний університет імені Івана Франка;282;;Державна;Міністерство освіти і науки України;3878;96
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Львівський навчально-науковий інститут Державного вищого навчального закладу "Університет банківської справи";325;1141;Державна;Міністерство освіти і науки України;1;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ВИШНЯ;Вишнянський коледж Львівського національного аграрного університету;398;162;Державна;Міністерство освіти і науки України;68;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЗОЛОЧІВ;Відокремлений структурний підрозділ "Золочівський фаховий коледж Національного університету "Львівська політехніка";410;97;Державна;Міністерство освіти і науки України;83;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДРОГОБИЧ;Державний вищий навчальний заклад "Дрогобицький механіко-технологічний коледж";452;;Державна;Міністерство освіти і науки України;193;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДРОГОБИЧ;Державний вищий навчальний заклад "Дрогобицький коледж нафти і газу";497;;Державна;Міністерство освіти і науки України;171;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Екологічний коледж Львівського національного аграрного університету;500;162;Державна;Міністерство освіти і науки України;154;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;НОВОСЕЛИЩЕ;Золочівський коледж Львівського національного аграрного університету;525;162;Державна;Міністерство освіти і науки України;135;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Комунальний заклад Львівської обласної ради Львівський музичний фаховий коледж імені С.П.Людкевича;625;;Комунальна;Управління (головне управління) культури обласної державної адміністрації;79;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Комунальний заклад Львівської обласної ради Львівський фаховий коледж культури і мистецтв;626;;Комунальна;Обласна рада;101;2
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Вищий навчальний комунальний заклад Львівської обласної ради "Львівська медична академія імені Андрея Крупинського";627;;Комунальна;Обласна рада;141;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Відокремлений структурний підрозділ "Львівський поліграфічний фаховий коледж Української академії друкарства";628;167;Державна;Міністерство освіти і науки України;142;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Відокремлений структурний підрозділ "Автомобільно-дорожній фаховий коледж Національного університету "Львівська політехніка";629;97;Державна;Міністерство освіти і науки України;199;4
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Комунальний заклад Львівської обласної ради "Львівський фаховий коледж декоративного і ужиткового мистецтва ім. І. Труша";630;;Комунальна;Управління (головне управління) культури обласної державної адміністрації;133;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Відокремлений структурний підрозділ "Львівський фаховий коледж харчової і переробної промисловості Національного університету харчових технологій";631;47;Державна;Міністерство освіти і науки України;237;2
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Державний вищий навчальний заклад "Львівський коледж будівництва, архітектури та дизайну";632;;Державна;Міністерство освіти і науки України;147;3
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Відокремлений структурний підрозділ "Львівський фаховий коледж індустрії моди Київського національного університету технологій та дизайну";634;307;Державна;Міністерство освіти і науки України;126;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Вищий навчальний заклад "Львівський кооперативний коледж економіки і права";635;;Приватна;Укоопспілка;147;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Товариство з обмеженою відповідальністю "Медичне училище "Медик";650;;Приватна;Без підпорядкування;53;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДРОГОБИЧ;Дрогобицька філія Товариства з обмеженою відповідальністю Львівський медичний фаховий коледж "Монада";651;950;Приватна;Без підпорядкування;34;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;НОВИЙ РОЗДІЛ;Державний вищий навчальний заклад "Новороздільський політехнічний коледж";687;;Державна;Міністерство освіти і науки України;72;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;САМБІР;Комунальний заклад Львівської обласної ради "Самбірський фаховий педагогічний коледж імені Івана Филипчака";740;;Комунальна;Департамент освіти і науки Львівської обласної державної адміністрації;169;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;САМБІР;Комунальний заклад Львівської обласної ради "Самбірський фаховий медичний коледж";741;;Комунальна;Департамент охорони здоров`я обласної державної адміністрації;143;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;САМБІР;Самбірський технікум економіки та інформатики;742;;Державна;Міністерство освіти і науки України;87;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Відокремлений структурний підрозділ "Технічний фаховий коледж Національного університету "Львівська політехніка";780;97;Державна;Міністерство освіти і науки України;176;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Відокремлений структурний підрозділ "Технологічний фаховий коледж Державного вищого навчального закладу "Національний лісотехнічний університет України";782;160;Державна;Міністерство освіти і науки України;77;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЧЕРВОНОГРАД;Державний вищий навчальний заклад "Червоноградський гірничо-економічний коледж";830;;Державна;Міністерство освіти і науки України;99;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Відокремлений структурний підрозділ "Техніко-економічний фаховий коледж Національного університету "Львівська політехніка";906;97;Державна;Міністерство освіти і науки України;245;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЗАЛІЗНИЧНИЙ;Товариство з обмеженою відповідальністю Львівський медичний фаховий коледж "Монада";950;;Приватна;Без підпорядкування;131;2
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЗАЛІЗНИЧНИЙ;Львівська філія Дніпровського національного університету залізничного транспорту імені академіка В. Лазаряна;955;280;Державна;Міністерство освіти і науки України;76;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЗАЛІЗНИЧНИЙ;Відокремлений структурний підрозділ "Львівський фаховий коледж харчових технологій та бізнесу Національного університету харчових технологій";1013;47;Державна;Міністерство освіти і науки України;104;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДРОГОБИЧ;Дрогобицька філія Товариства з обмеженою відповідальністю "Медичне училище "Медик";1085;650;Приватна;Без підпорядкування;23;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;БРОДИ;Комунальний заклад Львівської обласної ради "Бродівський фаховий педагогічний коледж імені Маркіяна Шашкевича";1109;;Комунальна;Департамент освіти і науки Львівської обласної державної адміністрації;155;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;БОРИСЛАВ;Комунальний заклад Львівської обласної ради "Бориславський фаховий медичний коледж";1137;;Комунальна;Управління (головне управління) охорони здоров`я обласної державної адміністрації;103;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Заклад вищої освіти "Львівський університет бізнесу та права";1139;;Приватна;Без підпорядкування;8;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Університет банківської справи;1141;;Державна;Міністерство освіти і науки України;46;2
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Львівський інститут Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";1164;249;Приватна;Без підпорядкування;18;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ТРУСКАВЕЦЬ;Прикарпатський інститут імені Михайла Грушевського Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";1172;249;Приватна;Без підпорядкування;5;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;СИХІВСЬКИЙ;Відокремлений структурний підрозділ "Технологічний фаховий коледж Національного університету "Львівська політехніка";1205;97;Державна;Міністерство освіти і науки України;350;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;СТРИЙ;Стрийський коледж Львівського національного аграрного університету;1238;162;Державна;Міністерство освіти і науки України;160;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;САМБІР;Комунальний заклад Львівської обласної ради Самбірський фаховий коледж культури і мистецтв;1269;;Комунальна;Управління (головне управління) культури обласної державної адміністрації;46;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Львівська філія Приватного вищого навчального закладу "Європейський університет";1290;228;Приватна;Без підпорядкування;17;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Комунальний заклад Львівської обласної ради Львівський медичний фаховий коледж післядипломної освіти;1356;;Комунальна;Обласна рада;0;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Товариство з обмеженою відповідальністю "Львівський медичний інститут";1362;;Приватна;Без підпорядкування;133;15
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ДРОГОБИЧ;Комунальний заклад Львівської обласної ради Дрогобицький музичний фаховий коледж ім. В.Барвінського;1363;;Комунальна;Управління (головне управління) культури обласної державної адміністрації;77;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;СТАРИЙ САМБІР;Фаховий коледж Львівського університету бізнесу та права;1455;1139;Приватна;Без підпорядкування;26;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;"Львівський фаховий коледж Київського університету культури";1537;310;Приватна;Без підпорядкування;6;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Відокремлений підрозділ "Львівський факультет менеджменту і бізнесу Київського університету культури";1564;310;Приватна;Без підпорядкування;32;94
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Відокремлений підрозділ "Львівська філія Київського національного університету культури і мистецтв";1614;308;Державна;Міністерство освіти і науки України;82;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Комунальний заклад Львівської обласної ради "Львівський фаховий коледж спорту";1625;;Комунальна;Департамент освіти і науки Львівської обласної державної адміністрації;17;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Структурний підрозділ Медичний коледж Львівського національного медичного університету імені Данила Галицького;1627;121;Державна;Міністерство охорони здоров`я України;58;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Відокремлений структурний підрозділ "Фаховий коледж інфокомунікацій Національного університету «Львівська політехніка";1653;97;Державна;Міністерство освіти і науки України;100;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ТРУСКАВЕЦЬ;Фаховий коледж при Прикарпатському інституті імені Михайла Грушевського Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна академія управління персоналом";2591;249;Приватна;Без підпорядкування;1;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Львівський коледж транспортної інфраструктури Дніпровського національного університету залізничного транспорту імені академіка В. Лазаряна;2653;280;Державна;Міністерство освіти і науки України;164;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Відокремлений структурний підрозділ Навчально-науковий інститут підприємництва та перспективних технологій Національного університету "Львівська політехніка";2759;97;Державна;Міністерство освіти і науки України;223;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Відокремлений структурний підрозділ "Педагогічний фаховий коледж Львівського національного університету імені Івана Франка";3203;282;Державна;Міністерство освіти і науки України;80;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Відокремлений структурний підрозділ "Правничий фаховий коледж Львівського національного університету імені Івана Франка";3377;282;Державна;Міністерство освіти і науки України;25;0
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Приватний заклад вищої освіти "ІТ СТЕП Університет";3846;;Приватна;Без підпорядкування;60;1
Студентський квиток;2019;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Відокремлений структурний підрозділ "Фаховий коледж телекомунікації та комп’ютерних технологій Національного університету "Львівська політехніка";4302;97;Державна;Міністерство освіти і науки України;462;0
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Приватний вищий навчальний заклад-інститут "Українсько-американський університет Конкордія";5;;Приватна;Без підпорядкування;109;3
Студентський квиток;2019;М.КИЇВ;ГОЛОСІЇВСЬКИЙ;Національний університет біоресурсів і природокористування України;7;;Державна;Міністерство освіти і науки України;2688;21
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Національний транспортний університет;24;;Державна;Міністерство освіти і науки України;1027;29
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський університет права Національної академії наук України;25;;Державна;Національна академія наук України;92;3
Студентський квиток;2019;М.КИЇВ;ДЕСНЯНСЬКИЙ;Приватний заклад вищої освіти "Арт академія сучасного мистецтва імені Сальвадора Далі";26;;Приватна;Без підпорядкування;21;1
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський національний університет імені Тараса Шевченка;41;;Державна;Міністерство освіти і науки України;6950;692
Студентський квиток;2019;М.КИЇВ;ГОЛОСІЇВСЬКИЙ;Національний університет харчових технологій;47;;Державна;Міністерство освіти і науки України;1088;50
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;Академія праці, соціальних відносин і туризму;53;;Приватна;Без підпорядкування;96;7
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський університет імені Бориса Грінченка;56;;Комунальна;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);1450;38
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Національна академія статистики, обліку та аудиту;67;;Державна;Державна служба статистики України;152;4
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;Національний університет "Києво-Могилянська академія";79;;Державна;Міністерство освіти і науки України;1351;0
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Державний університет телекомунікацій;82;;Державна;Міністерство освіти і науки України;923;22
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Київський національний університет будівництва і архітектури;127;;Державна;Міністерство освіти і науки України;1204;19
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київська державна академія декоративно-прикладного мистецтва і дизайну імені Михайла Бойчука;132;;Державна;Міністерство культури України;127;6
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Національний медичний університет імені О.О. Богомольця;149;;Державна;Міністерство охорони здоров`я України;2734;863
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»;174;;Державна;Міністерство освіти і науки України;4507;50
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Приватне акціонерне товариство "Українсько-Польський вищий навчальний заклад "Центрально-Європейський університет";176;;Приватна;Без підпорядкування;58;0
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Національний університет фізичного виховання і спорту України;180;;Державна;Міністерство освіти і науки України;916;4
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Національний авіаційний університет;183;;Державна;Міністерство освіти і науки України;2481;48
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Національний педагогічний університет імені М.П. Драгоманова;194;;Державна;Міністерство освіти і науки України;1389;67
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Заклад вищої освіти "Міжнародний науково-технічний університет імені академіка Юрія Бугая";195;;Приватна;Без підпорядкування;220;10
Студентський квиток;2019;М.КИЇВ;ДЕСНЯНСЬКИЙ;Київський національний торговельно-економічний університет;196;;Державна;Міністерство освіти і науки України;2798;58
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД "КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ";197;;Приватна;Без підпорядкування;709;0
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Луганська державна академія культури і мистецтв;204;;Державна;Міністерство культури України;52;0
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;Заклад вищої освіти «Відкритий міжнародний університет розвитку людини «Україна»;217;;Приватна;Без підпорядкування;259;18
Студентський квиток;2019;М.КИЇВ;СВЯТОШИНСЬКИЙ;Приватний вищий навчальний заклад "Європейський університет";228;;Приватна;Без підпорядкування;87;42
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Національна академія внутрішніх справ;240;;Державна;Міністерство внутрішніх справ України;342;1
Студентський квиток;2019;М.КИЇВ;ГОЛОСІЇВСЬКИЙ;Приватне акціонерне товариство "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";249;;Приватна;Без підпорядкування;487;43
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Приватний вищий навчальний заклад "Університет сучасних знань";281;;Приватна;Без підпорядкування;18;0
Студентський квиток;2019;М.КИЇВ;ПОДІЛЬСЬКИЙ;Приватний вищий навчальний заклад "Київський інститут бізнесу та технологій" товариство з обмеженою відповідальністю;289;;Приватна;Без підпорядкування;26;0
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Національна академія образотворчого мистецтва і архітектури;297;;Державна;Міністерство культури України;226;23
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київський національний університет технологій та дизайну;307;;Державна;Міністерство освіти і науки України;991;14
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київський національний університет культури і мистецтв;308;;Державна;Міністерство освіти і науки України;1034;11
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Приватний вищий навчальний заклад "Київський університет культури";310;;Приватна;Без підпорядкування;1060;381
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київський національний лінгвістичний університет;315;;Державна;Міністерство освіти і науки України;968;2
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Вищий навчальний заклад "Університет економіки та права "КРОК";318;;Приватна;Без підпорядкування;745;175
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський національний університет театру, кіно і телебачення імені І.К. Карпенка-Карого;328;;Державна;Міністерство культури України;261;18
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Національна академія керівних кадрів культури і мистецтв;332;;Державна;Міністерство культури України;201;7
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Державний вищий навчальний заклад "Київський національний економічний університет імені Вадима Гетьмана";337;;Державна;Міністерство освіти і науки України;1827;81
Студентський квиток;2019;М.КИЇВ;СВЯТОШИНСЬКИЙ;Приватне акціонерне товариство "Вищий навчальний заклад "Національна академія управління";339;;Приватна;Без підпорядкування;5;2
Студентський квиток;2019;М.КИЇВ;СВЯТОШИНСЬКИЙ;Приватний заклад вищої освіти "Київський міжнародний університет";344;;Приватна;Без підпорядкування;440;18
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Інститут підготовки кадрів державної служби зайнятості України;345;;Державна;Міністерство соціальної політики України;7;1
Студентський квиток;2019;М.КИЇВ;ГОЛОСІЇВСЬКИЙ;"Київський кооперативний інститут бізнесу і права";354;;Приватна;Без підпорядкування;53;0
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;Національна музична академія України імені П.І. Чайковського;357;;Державна;Міністерство культури України;341;0
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;Товариство з обмеженою відповідальністю "Академія адвокатури України";364;;Приватна;Без підпорядкування;75;96
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Вищий навчальний заклад "Київський медичний коледж ім. П.І. Гаврося";418;;Комунальна;Департамент охорони здоров`я виконавчого органу Київської міської ради (Київської міської державної адміністрації);142;0
Студентський квиток;2019;М.КИЇВ;ДНІПРОВСЬКИЙ;Київський енергетичний фаховий коледж;453;;Державна;Міністерство освіти і науки України;71;0
Студентський квиток;2019;М.КИЇВ;ДНІПРОВСЬКИЙ;Державний вищий навчальний заклад "Київський механіко-технологічний коледж";455;;Державна;Міністерство освіти і науки України;24;0
Студентський квиток;2019;М.КИЇВ;ПЕЧЕРСЬКИЙ;Державний вищий навчальний заклад "Київський коледж легкої промисловості";463;;Державна;Міністерство освіти і науки України;172;0
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський коледж зв''язку;464;;Державна;Міністерство освіти і науки України;383;0
Студентський квиток;2019;М.КИЇВ;СВЯТОШИНСЬКИЙ;Відокремлений структурний підрозділ "Фаховий економічний коледж Державного вищого навчального закладу "Київський національний економічний університет імені Вадима Гетьмана";501;337;Державна;Міністерство освіти і науки України;156;0
Студентський квиток;2019;М.КИЇВ;СВЯТОШИНСЬКИЙ;Державний вищий навчальний заклад «Київський авіаційний технікум»;544;;Державна;Міністерство освіти і науки України;86;0
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Київський електромеханічний фаховий коледж;546;;Державна;Міністерство освіти і науки України;204;2
Студентський квиток;2019;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Київський фаховий коледж архітектури, будівництва та управління;547;;Державна;Міністерство освіти і науки України;388;1
Студентський квиток;2019;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський професійно-педагогічний коледж імені Антона Макаренка;549;;Державна;Міністерство освіти і науки України;100;3
Студентський квиток;2019;М.КИЇВ;ДАРНИЦЬКИЙ;Відокремлений структурний підрозділ “Київський фаховий коледж комп’ютерних технологій та економіки Національного авіаційного університету”;550;183;Державна;Міністерство освіти і науки України;311;0
Студентський квиток;2019;М.КИЇВ;ДНІПРОВСЬКИЙ;Київський державний коледж туризму та готельного господарства;551;;Державна;Міністерство освіти і науки України;483;10
Студентський квиток;2019;М.КИЇВ;М.КИЇВ;Київський фаховий коледж електронних приладів;552;;Державна;Міністерство освіти і науки України;118;0
Студентський квиток;2019;М.КИЇВ;СВЯТОШИНСЬКИЙ;Відокремлений структурний підрозділ "Фаховий коледж інформаційних технологій та землевпорядкування Національного авіаційного університету";566;183;Державна;Міністерство освіти і науки України;272;0
